티커,설명,가격,변화 %,변화,테크니컬 레이팅,거래량,볼륨*프라이스,마켓 캪,주가 수익 비율 (TTM),기초 주당 수익 (TTM),직원수,섹터
217500,러셀,3110,-0.95541401,-30,바이,163733,509209630,91084722900,,,51,프로듀서 매뉴팩처링
001290,상상인증권보통주,854,-0.35005834,-3,뉴트럴,86253,73660062,91068117180,34.03413739,25.7499,121,파이낸스
019660,글로본,2640,-0.37735849,-10,셀,160292,423170880,90957744217,,-386.3527,19,디스트리뷰션 서비스
117730,티로보틱스,6420,0.46948357,30,바이,195380,1254339600,90932878132,,,119,프로듀서 매뉴팩처링
010960,삼호개발 보통주,4075,0.24600246,10,바이,22233,90599475,90893402481,6.56657791,619.0439,2069,인더스트리얼 서비스
004410,서울식품공업보통주,226,0.44444444,1,뉴트럴,890869,201336394,90826627690,,-7.7175,231,컨슈머 논-듀어러블즈
090410,덕신하우징,1950,-0.76335878,-15,바이,2933380,5720091000,90555126743,16.18992221,121.3718,,프로듀서 매뉴팩처링
023460,씨앤에이치,2680,3.07692308,80,스트롱 바이,160515,430180200,90431597137,,-2019.1535,6,파이낸스
056090,이노시스,1170,-1.26582278,-15,셀,1245613,1457367210,90150227509,,-99.2013,122,헬쓰 테크놀로지
064800,젬백스링크,1080,0.46511628,5,뉴트럴,150552,162596160,90028149796,5.72055894,213.5164,96,리테일 트레이드
270870,뉴트리,9710,-2.9,-290,뉴트럴,37144,360668240,89948453903,7.35517531,1422.8742,104,헬쓰 테크놀로지
017180,명문제약 보통주,2625,-1.31578947,-35,뉴트럴,20726,54405750,89923401260,,-147.8371,316,헬쓰 테크놀로지
222040,코스맥스엔비티,4335,-0.45924225,-20,뉴트럴,43464,188416440,89834941130,,-174.573,648,헬쓰 테크놀로지
041910,에스텍파마,7700,0.26041667,20,바이,16938,130422600,89702446289,45.82245945,167.6034,180,헬쓰 테크놀로지
247660,나노씨엠에스,20600,-1.9047619,-400,스트롱 셀,44190,910314000,89695243835,26.84322178,782.3204,,프로세스 인더스트리
128660,피제이메탈,3630,0.41493776,15,스트롱 셀,53435,193969050,89664173927,5.01046307,721.4902,84,비에너지 미네럴
069640,한세엠케이보통주,3240,1.72684458,55,바이,5665,18354600,89577632933,,-3386.7731,,컨슈머 논-듀어러블즈
012340,뉴인텍,2940,-1.01010101,-30,셀,331761,975377340,89407673664,,-67.9422,,프로듀서 매뉴팩처링
092300,현우산업,4720,-3.3776868,-165,바이,374701,1768588720,89383728399,11.66846093,418.6499,365,일렉트로닉 테크놀로지
014190,원익큐브,2380,-5.74257426,-145,뉴트럴,725227,1726040260,89372549534,10.13079762,249.24,114,디스트리뷰션 서비스
290380,대유,3540,-2.0746888,-75,셀,199013,704506020,89331728354,10.35087312,349.2459,135,프로세스 인더스트리
039240,경남스틸,3290,-0.60422961,-20,뉴트럴,240789,792195810,89302485313,12.18660004,275.1884,100,비에너지 미네럴
115440,우리넷,9050,-0.76754386,-70,바이,103142,933435100,89294671326,,-454.2169,161,일렉트로닉 테크놀로지
180060,탑선,10100,4.55486542,440,바이,412,4161200,89274492016,,,98,일렉트로닉 테크놀로지
351330,이삭엔지니어링,11050,2.79069767,300,스트롱 바이,1815448,20060700400,89101600000,1204.02311724,8.9284,118,인더스트리얼 서비스
072470,우리산업홀딩스,4600,-2.43902439,-115,셀,59080,271768000,89036777649,,-274.8905,13,프로듀서 매뉴팩처링
001840,이화공영,4500,0.11123471,5,뉴트럴,64894,292023000,89017929296,,-326.04,203,인더스트리얼 서비스
052220,아이엠비씨,3885,0.51746442,20,셀,1626218,6317856930,88895000000,67.96154063,56.8704,103,테크놀로지 서비스
208340,파멥신,3390,-2.02312139,-70,스트롱 셀,125884,426746760,88818622627,,-1367.1394,50,헬쓰 테크놀로지
065130,탑엔지니어링,5590,-0.53380783,-30,뉴트럴,9925,55480750,88766737385,,-1094.0543,382,프로듀서 매뉴팩처링
031860,엔에스엔,1025,-1.9138756,-20,셀,1466701,1503368525,88440611382,,-305.6129,29,일렉트로닉 테크놀로지
024060,흥구석유,6030,-0.82236842,-50,셀,65528,395133840,88408168945,40.70897901,149.3528,71,유틸리티
260660,알리코제약,6050,3.24232082,190,바이,133396,807045800,88353509331,11.55138444,522.2981,158,헬쓰 테크놀로지
006660,삼성공조보통주,11150,1.36363636,150,바이,22441,250217150,88209042549,78.71519625,139.7443,165,프로듀서 매뉴팩처링
010100,한국프랜지공업보통주,2840,-1.89982729,-55,바이,109439,310806760,88153966999,4.30916879,671.8233,461,프로듀서 매뉴팩처링
369370,블리츠웨이,2100,0,0,뉴트럴,47628,100018800,88114355850,,,,파이낸스
014970,삼륭물산,5790,-0.51546392,-30,바이,188104,1089122160,88027500000,,-130.0924,67,프로세스 인더스트리
019010,베뉴지,2180,0.22988506,5,바이,31905,69552900,87435001659,3.6552054,595.0418,178,리테일 트레이드
024740,한일단조공업,2990,2.04778157,60,셀,821821,2457244790,87245890331,,-185.2703,141,프로듀서 매뉴팩처링
367000,플래티어,10550,0,0,뉴트럴,9147,96500850,87245405960,21.61782473,490.5954,204,테크놀로지 서비스
011330,유니켐보통주,1235,2.0661157,25,스트롱 바이,324908,401261380,87136413727,,,313,프로세스 인더스트리
009460,한창제지보통주,1475,1.02739726,15,셀,108164,159541900,87114532623,7.20762349,202.5633,219,프로세스 인더스트리
018700,바른손,2540,0.39525692,10,바이,183695,466585300,87102071457,,-258.9298,,컨슈머 서비스
036640,에이치알에스,5410,-0.73394495,-40,셀,74435,402693350,87100618124,6.00501667,907.5745,154,프로세스 인더스트리
080000,에스엔유프리시젼,2535,-0.39292731,-10,뉴트럴,35423,89797305,87079786949,10.17424138,250.1415,155,일렉트로닉 테크놀로지
389030,지니너스,2600,-2.62172285,-70,뉴트럴,223195,580307000,87063211784,,,82,헬쓰 테크놀로지
214680,디알텍,1480,-1.33333333,-20,바이,301842,446726160,87029748917,24.35658034,89.5738,253,헬쓰 테크놀로지
002720,국제약품보통주,4500,0.11123471,5,바이,23227,104521500,86754628277,96.06199258,46.7927,399,헬쓰 테크놀로지
214420,토니모리보통주,3590,-0.96551724,-35,셀,24820,89103800,86647109270,,-517.4025,127,컨슈머 논-듀어러블즈
330730,스톤브릿지벤처스,4795,-0.31185031,-15,뉴트럴,29503,141466885,86550300000,4.6954851,1027.7495,19,파이낸스
004650,창해에탄올,11550,1.31578947,150,바이,28350,327442500,86495799637,15.92923618,715.6652,52,컨슈머 논-듀어러블즈
000650,천일고속보통주,60700,0.1650165,100,뉴트럴,69,4188300,86479468060,,-5670.7819,323,이송/배달
049960,쎌바이오텍,12100,-0.81967213,-100,뉴트럴,6770,81917000,86273752213,,1896.8174,133,헬쓰 테크놀로지
004830,덕성보통주,5180,-0.95602294,-50,셀,106095,549572100,86259242640,15.13223052,345.6199,179,프로세스 인더스트리
339950,아이비김영,1985,-0.75,-15,뉴트럴,110945,220225825,86227539062,36.46121985,55.1876,245,코머셜 서비스
059120,아진엑스텍,9300,0.64935065,60,뉴트럴,120718,1122677400,86162081795,26.51276257,348.5114,89,일렉트로닉 테크놀로지
033130,디지틀조선일보,2300,-0.86206897,-20,셀,156197,359253100,86107423401,27.040541,85.7971,171,테크놀로지 서비스
052790,액토즈소프트,8870,12.56345178,990,바이,4160111,36900184570,86085431900,5.2873479,1490.3502,152,테크놀로지 서비스
003780,진양산업보통주,6490,-1.96374622,-130,스트롱 셀,94770,615057300,86060000000,15.37260096,430.6363,74,프로세스 인더스트리
060240,룽투코리아,4520,29.88505747,1040,바이,19920727,90041686040,85883520355,,-485.4562,42,테크놀로지 서비스
071090,하이스틸 보통주,4320,1.52761457,65,바이,1065164,4601508480,85881004744,8.35055615,509.5469,,비에너지 미네럴
039830,오로라월드,8490,1.43369176,120,바이,52410,444960900,85823582897,8.90922079,939.4761,148,콘슈머 듀어러블즈
005870,휴니드테크놀러지스보통주,6690,2.13740458,140,바이,154525,1033772250,85742711735,53.12474908,123.2947,372,일렉트로닉 테크놀로지
950140,잉글우드랩,4265,-1.04408353,-45,뉴트럴,32373,138070845,85630506770,,,,컨슈머 논-듀어러블즈
015590,큐로보통주,370,0,0,바이,525243,194339910,85548306580,,-23.8439,202,프로듀서 매뉴팩처링
032790,비엔지티,2700,-2.35081374,-65,셀,212067,572580900,85502739334,7.26820027,380.4243,76,일렉트로닉 테크놀로지
027580,상보,1440,-0.68965517,-10,스트롱 셀,276338,397926720,85498459244,12.8868499,112.5178,181,프로세스 인더스트리
230980,에이트원,1165,1.74672489,20,바이,4907444,5717172260,85206102028,,-193.1256,90,테크놀로지 서비스
059270,해성티피씨,7110,0.85106383,60,셀,191799,1363690890,85172400000,,-32.9007,71,프로듀서 매뉴팩처링
106520,노블엠앤비,3315,-2.78592375,-95,바이,550555,1825089825,85027431107,,-517.4959,165,일렉트로닉 테크놀로지
170920,엘티씨,10700,-2.72727273,-300,바이,13188,141111600,84869664669,,-330.6494,126,프로세스 인더스트리
177350,베셀,6240,-10.08645533,-700,뉴트럴,1063401,6635622240,84841714439,,,85,프로듀서 매뉴팩처링
024950,삼천리자전거,6960,-0.57142857,-40,셀,25205,175426800,84718674660,,-192.7981,128,디스트리뷰션 서비스
129260,인터지스보통주,2925,-2.5,-75,뉴트럴,170821,499651425,84642396927,3.01565123,994.81,441,이송/배달
317690,퀀타매트릭스,5170,0.7797271,40,셀,37419,193456230,84539374180,,-1239.2788,102,일렉트로닉 테크놀로지
004770,써니전자보통주,2405,-0.82474227,-20,바이,144769,348169445,84499146461,19.22392423,126.1449,44,일렉트로닉 테크놀로지
076080,웰크론한텍,4085,-1.56626506,-65,셀,415294,1696475990,84226205444,,-154.2977,313,프로듀서 매뉴팩처링
368770,파이버프로,2520,-1.5625,-40,셀,141423,356385960,84106816406,,-142.7211,0,파이낸스
042110,에스씨디,1760,1.14942529,20,바이,167571,294924960,84093439865,9.82598408,177.0815,218,프로듀서 매뉴팩처링
041920,메디아나,5160,-1.90114068,-100,뉴트럴,204416,1054786560,83939080963,,864.6485,154,헬쓰 테크놀로지
004910,조광페인트보통주,8190,-1.3253012,-110,바이,27909,228574710,83937899303,,-2077.1284,482,프로세스 인더스트리
312610,에이에프더블류,4305,3.98550725,165,바이,261280,1124810400,83863521881,,-220.8978,,일렉트로닉 테크놀로지
014710,사조씨푸드보통주,4845,-0.51334702,-25,뉴트럴,20949,101497905,83854309311,8.01676178,607.4772,231,컨슈머 논-듀어러블즈
065950,웰크론,3010,-0.33112583,-10,셀,22715,68372150,83748532829,15.93179924,204.9569,203,콘슈머 듀어러블즈
049480,오픈베이스,2650,-0.74906367,-20,바이,373652,990177800,83574404926,11.09575344,240.6326,,테크놀로지 서비스
067170,오텍,5750,-1.20274914,-70,뉴트럴,68834,395795500,83572062035,,-534.5398,98,프로듀서 매뉴팩처링
053450,세코닉스,5640,-1.05263158,-60,셀,27616,155754240,83381292057,,-97.6766,887,일렉트로닉 테크놀로지
000910,유니온보통주,5350,0.18726592,10,셀,112389,601281150,83366045437,4.98939939,1070.2691,232,비에너지 미네럴
143210,핸즈코퍼레이션보통주,4140,6.70103093,260,바이,3504242,14507561880,83347156754,,-3578.1856,1204,프로듀서 매뉴팩처링
078140,대봉엘에스,7540,-0.78947368,-60,셀,40719,307021260,83206082535,11.86701016,640.4309,118,헬쓰 테크놀로지
047080,한빛소프트,3505,4.62686567,155,셀,780233,2734716665,83154909325,25.56804955,132.384,112,테크놀로지 서비스
171010,램테크놀러지,5960,-0.83194676,-50,셀,27656,164829760,83154700823,17.06904357,368.4771,72,일렉트로닉 테크놀로지
336040,타스컴,16900,0,0,셀,173,2923700,82976130229,,,43,헬쓰 테크놀로지
006880,신송홀딩스보통주,7320,-2.91777188,-220,스트롱 셀,183302,1341770640,82975522079,17.3473029,434.6497,,프로세스 인더스트리
032540,티제이미디어,5920,-0.50420168,-30,뉴트럴,35168,208194560,82893074465,23.77589125,250.2535,186,콘슈머 듀어러블즈
241710,코스메카코리아,7730,-0.38659794,-30,뉴트럴,39900,308427000,82876802368,,335.552,,컨슈머 논-듀어러블즈
006370,대구백화점보통주,9900,-0.50251256,-50,스트롱 셀,1182,11701800,82800033474,,-549.3279,171,리테일 트레이드
193250,와이제이엠게임즈,1430,-0.69444444,-10,뉴트럴,3753655,5367726650,82695997925,,-14.3317,43,일렉트로닉 테크놀로지
014570,고려제약,7600,-0.3931848,-30,바이,38343,291406800,82576717291,8.37626121,910.9076,264,헬쓰 테크놀로지
097800,윈팩,1420,2.52707581,35,바이,46567,66125140,82524526329,,-104.76,495,일렉트로닉 테크놀로지
004840,디알비동일보통주,4280,0.35169988,15,뉴트럴,3117,13340760,82129575520,22.55022117,189.1334,,프로듀서 매뉴팩처링
090080,평화산업 주식회사 보통주,1460,-2.34113712,-35,바이,1421072,2074765120,82078872738,,-79.7006,,프로듀서 매뉴팩처링
058860,케이티아이에스보통주,2490,-1.38613861,-35,셀,38187,95085630,81941096878,,834.3495,7778,코머셜 서비스
004440,삼일씨엔에스보통주,6430,0,0,뉴트럴,14220,91434600,81866418858,6.29522798,1021.4086,271,비에너지 미네럴
107640,한중엔시에스,11500,0,0,셀,12,138000,81858294487,,,241,프로듀서 매뉴팩처링
016740,두올보통주,2535,0.5952381,15,뉴트럴,95927,243174945,81823807068,9.28309802,271.6551,509,프로듀서 매뉴팩처링
010470,오리콤,6850,-2.83687943,-200,뉴트럴,97806,669971100,81813384390,8.31274504,848.126,263,코머셜 서비스
069540,라이트론,3250,-0.76335878,-25,뉴트럴,35676,115947000,81746820450,,-377.874,145,일렉트로닉 테크놀로지
009810,플레이그램보통주,890,-2.30515917,-21,셀,134570,119767300,81723487740,,-72.0816,41,프로듀서 매뉴팩처링
031820,콤텍시스템보통주,673,-0.2962963,-2,뉴트럴,600746,404302058,81709740829,224.30465557,3.0093,516,테크놀로지 서비스
065440,이루온,2935,-5.01618123,-155,바이,1265202,3713367870,81687484188,33.99983275,90.8828,80,일렉트로닉 테크놀로지
044960,이글벳,6670,0.30075188,20,바이,407511,2718098370,81628068876,25.84013466,257.3516,134,디스트리뷰션 서비스
378850,화승알앤에이보통주,4030,-6.16996508,-265,셀,513493,2069376790,81565300000,92.30088153,46.5326,754,프로듀서 매뉴팩처링
008250,이건산업보통주,7650,0.2621232,20,뉴트럴,60220,460683000,81561094913,16.59617461,459.7445,207,비에너지 미네럴
039020,이건홀딩스,3755,-0.13297872,-5,바이,75150,282188250,81438673401,20.90284735,179.8798,44,프로듀서 매뉴팩처링
002880,대유에이텍,709,0.28288543,2,뉴트럴,279149,197916641,81430523354,,-234.3329,340,콘슈머 듀어러블즈
066670,디스플레이테크,5160,-0.38610039,-20,뉴트럴,395263,2039557080,81313742790,5.39176199,960.7249,20,일렉트로닉 테크놀로지
054090,삼진엘앤디,3100,-5.48780488,-180,바이,1691245,5242859500,81301268311,26.46800599,123.9232,122,콘슈머 듀어러블즈
900100,애머릿지코퍼레이션,2385,-1.24223602,-30,셀,127635,304409475,81294491615,11.03991925,218.7516,,이송/배달
001550,조비보통주,15700,0.64102564,100,뉴트럴,9444,148270800,80992520714,10.33850382,1508.9224,129,프로세스 인더스트리
049800,우진플라임 보통주,4045,0,0,바이,53931,218150895,80900000000,2.66316827,1518.8676,528,프로듀서 매뉴팩처링
050960,수산아이앤티,12100,1.25523013,150,바이,25631,310135100,80674449134,41.93800615,284.9444,81,테크놀로지 서비스
012170,아센디오보통주,1010,1,10,바이,96049,97009490,80509094238,,-106.637,40,컨슈머 서비스
204630,스튜디오 산타클로스 엔터테인먼트,7800,0.1283697,10,바이,48322,376911600,80429876375,1.11708794,6973.4886,58,컨슈머 서비스
013810,스페코,5520,0.72992701,40,셀,201953,1114780560,80311975021,,-159.2272,68,프로듀서 매뉴팩처링
206400,베노홀딩스,2730,-1.97486535,-55,셀,111098,303297540,80299873638,,-340.3609,28,테크놀로지 서비스
060230,소니드,3780,-1.81818182,-70,셀,143494,542407320,80281959629,,-348.3853,,일렉트로닉 테크놀로지
051380,피씨디렉트,10000,-4.3062201,-450,뉴트럴,594289,5942890000,80151879501,15.61405055,669.2812,78,디스트리뷰션 서비스
228340,동양파일,3835,-4.24469413,-170,뉴트럴,281233,1078528555,80100000000,10.34195326,387.2576,35,비에너지 미네럴
044820,코스맥스비티아이 주식회사 보통주,8280,-0.83832335,-70,바이,593921,4917665880,79782906771,12.76759191,679.6944,201,헬쓰 테크놀로지
068330,일신바이오베이스,1795,-3.49462366,-65,셀,123702,222045090,79731024628,17.28003032,107.6387,45,프로듀서 매뉴팩처링
007980,태평양물산보통주,1730,-0.57471264,-10,바이,10813284,18706981320,79678000031,,-77.6238,435,프로세스 인더스트리
091590,남화토건,6770,-0.14749263,-10,뉴트럴,9466,64084820,79597198448,5.74636462,1179.8764,85,인더스트리얼 서비스
016600,큐캐피탈파트너스,453,-0.65789474,-3,뉴트럴,945196,428173788,79581128906,,-16.4401,23,기타 (Miscellaneous)
222110,팬젠,7430,-0.26845638,-20,바이,8689,64559270,79548339558,,-400.8354,76,헬쓰 테크놀로지
