티커,설명,가격,변화 %,변화,테크니컬 레이팅,거래량,볼륨*프라이스,마켓 캪,주가 수익 비율 (TTM),기초 주당 수익 (TTM),직원수,섹터
043090,엑서지21,2740,5.38461538,140,셀,881855,2416282700,114377366638,83.41327105,31.1701,28,헬쓰 테크놀로지
046140,에스비에스콘텐츠허브,6030,2.20338983,130,바이,244080,1471802400,114286279678,7.60493326,775.8122,53,컨슈머 서비스
003650,미창석유공업보통주,74800,-0.79575597,-600,셀,283,21168400,114078618908,4.3300294,17413.2767,84,에너지 미네랄
011370,서한,1115,-1.32743363,-15,뉴트럴,245228,273429220,114011199646,2.46221481,478.6869,,인더스트리얼 서비스
244920,에이플러스에셋보통주,5050,0.1984127,10,셀,37173,187723650,113942771301,1.61615887,3118.5053,417,파이낸스
011320,유니크,5700,-2.89608177,-170,뉴트럴,143790,819603000,113412484798,76.70445265,76.5275,567,프로듀서 매뉴팩처링
053260,금강철강,6980,0,0,셀,1241754,8667442920,113096907196,12.69896947,549.6509,59,비에너지 미네럴
054800,아이디스홀딩스,12200,0,0,바이,580,7076000,113064616013,6.77459447,1800.8458,12,일렉트로닉 테크놀로지
122310,제노레이,7780,-1.64348925,-130,스트롱 셀,18247,141961660,113064307804,,1043.5759,231,헬쓰 테크놀로지
043650,국순당,7160,-0.27855153,-20,뉴트럴,43689,312813240,113016546726,9.18007836,782.1284,238,컨슈머 논-듀어러블즈
004720,팜젠사이언스보통주,7090,-0.83916084,-60,셀,101743,721357870,112891210461,1.63702132,5732.9856,263,헬쓰 테크놀로지
072020,중앙백신연구소,11500,0.43668122,50,뉴트럴,10674,122751000,112881959820,14.80397341,773.441,,헬쓰 테크놀로지
086040,바이오톡스텍,7580,-1.68612192,-130,뉴트럴,68442,518790360,112846550131,18.49909256,416.7772,243,코머셜 서비스
004540,깨끗한나라보통주,3055,0.82508251,25,뉴트럴,22526,68816930,112834916496,19.70392095,153.7765,601,프로세스 인더스트리
014990,인디에프보통주,1610,0.94043887,15,바이,15804621,25445439810,112782436371,,-249.0814,170,컨슈머 논-듀어러블즈
226330,신테카바이오,8920,7.21153846,600,바이,212124,1892146080,112467392578,,-649.1012,50,테크놀로지 서비스
065510,휴비츠,10500,-0.94339623,-100,바이,56103,589081500,112454280090,,1367.2701,,헬쓰 테크놀로지
079960,동양이엔피,14450,1.04895105,150,바이,223925,3235716250,112398001909,7.52674481,1899.8917,405,일렉트로닉 테크놀로지
063440,에스엠라이프디자인그룹,2495,2.25409836,55,바이,1380913,3445377935,112311130676,,-26.8791,31,코머셜 서비스
033170,시그네틱스,1310,0,0,뉴트럴,277467,363481770,112304095612,8.74013899,149.8832,132,일렉트로닉 테크놀로지
004060,에스지세계물산보통주,550,-0.72202166,-4,셀,411218,226169900,112143426331,,-5.5154,125,컨슈머 논-듀어러블즈
014790,HL D&I보통주,2960,0,0,셀,28177,83403920,112061457825,,392.5935,1160,인더스트리얼 서비스
034590,인천도시가스 보통주,26650,-1.84162063,-500,셀,6841,182312650,111912267065,9.50220752,2857.2308,196,유틸리티
012690,모나리자보통주,3035,-0.81699346,-25,셀,65908,200030780,111875973816,37.64874947,81.2776,196,프로세스 인더스트리
093920,서원인텍,6020,0.16638935,10,바이,15877,95579540,111786002293,3.67187625,1636.7654,254,일렉트로닉 테크놀로지
053700,삼보모터스,5830,-3.9538715,-240,셀,357370,2083467100,111749752636,9.77161781,941.6565,491,일렉트로닉 테크놀로지
000320,노루홀딩스보통주,10350,-0.48076923,-50,셀,17466,180773100,111741810849,31.919886,325.8157,56,프로세스 인더스트리
002600,조흥보통주,188500,1.61725067,3000,스트롱 바이,20,3770000,111300004423,12.23738191,15158.4711,359,컨슈머 논-듀어러블즈
261200,덴티스,8260,5.62659847,440,바이,149474,1234655240,111247445469,50.6045038,181.7815,321,헬쓰 테크놀로지
002140,고려산업보통주,4435,-1.55382908,-70,셀,367512,1629915720,111144743242,,-64.2573,128,프로세스 인더스트리
040420,정상제이엘에스,7440,0,0,셀,18340,136449600,111144245224,7.8185138,951.5875,608,테크놀로지 서비스
009190,대양금속보통주,3360,-2.18340611,-75,뉴트럴,748146,2513770560,111122598553,3.88516867,933.2558,218,비에너지 미네럴
029480,광무,3335,-1.91176471,-65,스트롱 셀,51554,171932590,111099121857,418.04477997,8.1331,109,커뮤니케이션
005710,대원산업,5650,1.98555957,110,바이,9023,50979950,111008301582,1.8012773,3075.5953,521,프로듀서 매뉴팩처링
199820,제일전기공업,10500,5.10510511,510,바이,33171,348295500,110988896570,10.32107852,967.9221,257,프로듀서 매뉴팩처링
158430,아톤,26600,0.56710775,150,뉴트럴,8970,238602000,110660645580,,-158.3447,92,테크놀로지 서비스
110990,디아이티,6080,0.330033,20,뉴트럴,20474,124481920,110532271843,,,,일렉트로닉 테크놀로지
023000,삼원강재 보통주,2775,0,0,바이,11291,31332525,110278377628,11.5106541,241.081,272,프로듀서 매뉴팩처링
217950,파마리서치바이오,27700,1.65137615,450,셀,165,4570500,110277668595,,,54,헬쓰 테크놀로지
004960,한신공영보통주,9760,2.62881178,250,바이,145295,1418079200,110037381277,2.41672066,3935.0845,1034,콘슈머 듀어러블즈
208640,썸에이지,790,0,0,셀,296032,233865280,109999797211,,-50.0653,29,테크놀로지 서비스
017040,광명전기보통주,2470,-2.56410256,-65,뉴트럴,868870,2146108900,109860856476,17.84042845,142.093,202,프로듀서 매뉴팩처링
187870,디바이스이엔지,15600,-1.26582278,-200,셀,5413,84442800,109790822887,4.64931593,3556.1271,149,프로듀서 매뉴팩처링
007540,샘표보통주,48600,-1.81818182,-900,스트롱 셀,18120,880632000,109771842599,10.88725737,4546.5996,2,컨슈머 논-듀어러블즈
377330,이지트로닉스,13400,-2.54545455,-350,셀,77735,1041649000,109525000000,,,65,일렉트로닉 테크놀로지
009470,삼화전기보통주,16400,-0.90634441,-150,셀,8107,132954800,109458714366,7.60388736,2176.5183,503,일렉트로닉 테크놀로지
225190,삼양옵틱스,10900,0.92592593,100,뉴트럴,7523,82000700,109307966995,,,138,콘슈머 듀어러블즈
105330,케이엔더블유,9160,0.10928962,10,셀,16640,152422400,109303675747,,,46,컨슈머 서비스
024890,대원화성보통주,2660,-0.37453184,-10,스트롱 셀,151903,404061980,109263321075,,-176.1128,163,리테일 트레이드
087260,모바일어플라이언스,3320,-1.04321908,-35,스트롱 셀,175309,582025880,109214846172,60.51347169,90.262,58,일렉트로닉 테크놀로지
105740,디케이락,12600,-1.94552529,-250,바이,228261,2876088600,109121067762,,1551.0282,308,프로듀서 매뉴팩처링
005990,매일홀딩스,8600,0.23310023,20,바이,7884,67802400,108851082973,9.82948254,872.8842,,컨슈머 논-듀어러블즈
013310,아진산업,2790,-0.53475936,-15,셀,342276,954950040,108845051193,5.46557225,513.2125,648,프로듀서 매뉴팩처링
013990,아가방앤컴퍼니,3445,4.23600605,140,바이,1387482,4779875490,108693303490,,541.2825,137,컨슈머 논-듀어러블즈
900250,차이나크리스탈신소재홀딩스,1105,-2.21238938,-25,바이,4787757,5290471485,108356871796,17.45241129,64.7475,190,비에너지 미네럴
123690,한국화장품보통주,6690,-0.59435364,-40,뉴트럴,8679,58062510,108131393986,,-410.0117,46,컨슈머 논-듀어러블즈
002200,한국수출포장공업보통주,28200,0,0,바이,14351,404698200,107932679129,6.62315458,4257.7898,397,프로세스 인더스트리
009200,무림페이퍼보통주,2590,0,0,바이,2302229,5962773110,107768123169,,-209.615,476,프로세스 인더스트리
150900,파수,9490,0.63626723,60,셀,13055,123891950,107737014360,12.91656964,740.4665,222,테크놀로지 서비스
096040,이트론,165,-1.78571429,-3,셀,2752614,454181310,107710015137,,-17.9387,74,테크놀로지 서비스
019590,엠벤처투자,1235,-2.75590551,-35,셀,1186764,1465653540,107516741562,9.85414316,128.8798,10,기타 (Miscellaneous)
093230,이아이디보통주,1035,-1.8957346,-20,셀,216221,223788735,107466550522,,-911.879,26,일렉트로닉 테크놀로지
025550,한국선재,4900,0.51282051,25,바이,771411,3779913900,107436366320,6.90840853,705.6618,209,비에너지 미네럴
066410,버킷스튜디오,1350,5.88235294,75,뉴트럴,10712625,14462043750,107238558197,,-346.7744,,컨슈머 서비스
373200,하인크코리아,5960,5.48672566,310,바이,1079332,6432818720,106937550259,,-123.8039,1,프로듀서 매뉴팩처링
033830,티비씨,1130,0,0,바이,417113,471337690,106825286942,21.12354846,53.4948,121,컨슈머 서비스
002450,삼익악기보통주,1270,-0.39215686,-5,뉴트럴,286891,364351570,106501915741,,-94.589,66,콘슈머 듀어러블즈
241690,유니테크노,4215,-1.97674419,-85,뉴트럴,67270,283543050,106477096558,,,216,프로듀서 매뉴팩처링
192250,케이사인,1490,-2.29508197,-35,셀,493730,735657700,106382420921,23.5653347,64.7137,81,테크놀로지 서비스
012860,모베이스전자,1435,-1.37457045,-20,바이,129520,185861200,106264842453,,56.7736,1137,프로듀서 매뉴팩처링
039290,인포뱅크,12450,-0.79681275,-100,셀,56521,703686450,106081500435,13.56792547,924.9756,164,테크놀로지 서비스
189980,흥국에프엔비,2650,-3.63636364,-100,뉴트럴,248100,657465000,106021278381,,264.0786,,컨슈머 논-듀어러블즈
025820,이구산업보통주,3535,11.51419558,365,스트롱 바이,16113264,56960388240,106007298813,5.05070381,627.6353,191,비에너지 미네럴
000300,대유플러스보통주,866,-1.02857143,-9,뉴트럴,297324,257482584,105871254921,,-11.2016,182,프로듀서 매뉴팩처링
011150,CJ씨푸드보통주,2785,-0.53571429,-15,뉴트럴,33948,94545180,105646169204,59.12124712,47.3603,427,컨슈머 논-듀어러블즈
318010,팜스빌,12900,-4.08921933,-550,스트롱 셀,79383,1024040700,105534487557,25.44917318,528.5044,,리테일 트레이드
003480,한진중공업홀딩스보통주,4180,3.33745365,135,스트롱 바이,1279077,5346541860,105532044659,47.57983885,85.015,7,유틸리티
038070,서린바이오사이언스,12700,-1.5503876,-200,셀,60751,771537700,105483005333,6.0616968,2506.6475,93,코머셜 서비스
000520,삼일제약보통주,7940,-2.57668712,-210,바이,83660,664260400,105437127399,,-375.837,479,헬쓰 테크놀로지
010040,한국내화보통주,2970,-0.16806723,-5,바이,12654,37582380,105425382233,30.99730037,95.9761,585,비에너지 미네럴
352910,오비고,8660,-0.68807339,-60,셀,36603,316981980,105106463318,,-541.3655,,테크놀로지 서비스
002360,SH에너지화학보통주,953,-0.52192067,-5,뉴트럴,793465,756172145,105075501419,52.73297738,18.167,152,프로세스 인더스트리
011390,부산산업보통주,96200,-3.12185297,-3100,바이,393318,37837191600,104860799432,246.63791294,402.6145,44,비에너지 미네럴
005800,신영와코루보통주,11450,-1.7167382,-200,스트롱 셀,3655,41849750,104850000000,12.01883398,969.312,392,컨슈머 논-듀어러블즈
301300,바이브컴퍼니,18800,0.26666667,50,뉴트럴,15097,283823600,104502072930,,-2334.0282,306,테크놀로지 서비스
081150,티플랙스,4265,-0.92915215,-40,셀,3035579,12946744435,104475471039,5.40582352,796.3634,65,비에너지 미네럴
290090,트윔,14300,0,0,뉴트럴,6956,99470800,104457000000,,,,일렉트로닉 테크놀로지
140070,서플러스글로벌,2945,-1.66944908,-50,뉴트럴,71240,209801800,104409769135,3.55196266,843.1958,55,디스트리뷰션 서비스
000220,유유제약보통주,6170,-1.43769968,-90,뉴트럴,38056,234805520,104265331039,,-260.02,341,헬쓰 테크놀로지
043220,티에스넥스젠,975,-0.8138352,-8,셀,273916,267068100,103813685638,,-183.1575,,프로듀서 매뉴팩처링
102280,쌍방울,392,-0.75949367,-3,셀,983154,385396368,103719142914,,-205.3662,223,프로세스 인더스트리
067830,세이브존I&C보통주,2750,0.18214936,5,바이,13138,36129500,103663918076,,118.3357,361,리테일 트레이드
016880,웅진보통주,1280,-1.53846154,-20,뉴트럴,239452,306498560,103624575806,12.15426947,106.9583,825,테크놀로지 서비스
105550,트루윈,2345,-0.21276596,-5,셀,97136,227783920,103537372589,,-214.6611,102,콘슈머 듀어러블즈
119650,케이씨코트렐보통주,3030,-0.16474465,-5,바이,7121469,21578051070,103464562931,,-641.3776,,프로듀서 매뉴팩처링
084180,이브이수성,1645,-0.3030303,-5,바이,1072758,1764686910,103415045357,32.36842725,50.9756,53,프로듀서 매뉴팩처링
013870,지엠비코리아보통주,5290,-2.2181146,-120,바이,142373,753153170,103181029263,5.90226225,916.5977,707,프로듀서 매뉴팩처링
159910,스킨앤스킨,285,-2.73037543,-8,바이,7856219,2239022415,103098302002,,,85,컨슈머 논-듀어러블즈
014470,부방,1895,-1.30208333,-25,셀,132315,250736925,103039643555,,-202.8857,20,일렉트로닉 테크놀로지
000440,중앙에너비스,22550,-2.80172414,-650,스트롱 셀,39992,901819600,102864972687,542.36273781,42.7758,78,디스트리뷰션 서비스
058730,다스코보통주,5610,-2.26480836,-130,뉴트럴,812325,4557143250,102800443115,18.17496155,344.5374,247,프로듀서 매뉴팩처링
141000,비아트론,8600,-0.92165899,-80,뉴트럴,11105,95503000,102712958069,6.68889723,1297.6728,127,프로듀서 매뉴팩처링
066590,우수AMS,2795,-0.17857143,-5,뉴트럴,61970,173206150,102478201294,,-285.8326,372,프로듀서 매뉴팩처링
016090,대현보통주,2300,-0.43290043,-10,바이,143006,328913800,102292146034,4.40321561,524.6166,460,컨슈머 논-듀어러블즈
092460,한라아이엠에스,5690,-1.89655172,-110,바이,74369,423159610,102181302643,13.54471812,428.2112,178,프로듀서 매뉴팩처링
009780,엠에스씨,5790,-0.17241379,-10,바이,15212,88077480,102080002213,6.32511552,916.9793,538,컨슈머 논-듀어러블즈
234100,폴라리스세원,2090,-1.64705882,-35,뉴트럴,225229,470728610,102003793716,22.11696283,104.5396,246,프로듀서 매뉴팩처링
260930,씨티케이,5320,-3.79746835,-210,스트롱 셀,33776,179688320,101967011490,,-426.3642,106,컨슈머 논-듀어러블즈
054180,메디콕스,4000,-2.55785627,-105,셀,245294,981176000,101889214954,,-4109.9205,93,프로듀서 매뉴팩처링
330350,위더스제약,7690,-0.38860104,-30,바이,434937,3344665530,101829263153,19.27528427,400.5564,219,헬쓰 테크놀로지
310200,애니플러스,2975,1.53583618,45,바이,330596,983523100,101784974747,21.86072851,508.3833,39,컨슈머 서비스
046390,삼화네트웍스,2660,3.50194553,90,바이,3553701,9452844660,101744721985,6.55750756,391.9172,36,일렉트로닉 테크놀로지
000500,가온전선보통주,16200,-0.30769231,-50,뉴트럴,12690,205578000,101714845300,6.59327158,2464.6338,421,프로듀서 매뉴팩처링
092440,기신정기 보통주,3490,0.43165468,15,바이,41969,146471810,101470002651,13.30308015,261.2177,441,프로듀서 매뉴팩처링
025440,대성엘텍,700,-1.4084507,-10,뉴트럴,289399,202579300,101175000000,,-88.909,464,일렉트로닉 테크놀로지
012800,대창보통주,1355,2.26415094,30,바이,2627846,3560731330,101124161339,5.38407119,246.0963,387,프로듀서 매뉴팩처링
003310,대주산업,2760,-3.32749562,-95,셀,6147555,16967251800,101045167980,23.78488797,120.0342,165,일렉트로닉 테크놀로지
380440,엔에이치기업인수목적19호보통주,1970,0,0,셀,27237,53656890,101041301804,134.28674651,14.6701,,파이낸스
377460,위니아에이드,6580,0.30487805,20,뉴트럴,35219,231741020,100981000000,,,,디스트리뷰션 서비스
272110,케이엔제이,12450,-1.96850394,-250,바이,32632,406268400,100906516409,7.80318907,1631.1167,151,프로듀서 매뉴팩처링
092870,엑시콘,9600,-1.94075587,-190,뉴트럴,9422,90451200,100785501890,9.94418458,1083.5195,160,일렉트로닉 테크놀로지
086820,바이오솔루션,12650,0.79681275,100,바이,18562,234809300,100696402693,,-837.9723,85,헬쓰 테크놀로지
104620,노랑풍선,6300,-1.4084507,-90,셀,50257,316619100,100623943834,,-1188.4795,298,컨슈머 서비스
109820,진매트릭스,4890,-2.7833002,-140,셀,172651,844263390,100419739017,,-414.5659,73,코머셜 서비스
016250,에스지씨이테크건설,39400,-3.31288344,-1350,셀,33706,1328016400,100263344526,,31661.4779,893,인더스트리얼 서비스
255440,야스,7600,-1.2987013,-100,뉴트럴,7241,55031600,100175613880,63.52375335,121.2145,,일렉트로닉 테크놀로지
227840,현대코퍼레이션홀딩스보통주,11250,-0.88105727,-100,바이,6968,78390000,100126306915,5.70867892,1988.2008,72,디스트리뷰션 서비스
040350,큐로컴,786,-1.25628141,-10,셀,130223,102355278,99959306915,,-119.2696,33,테크놀로지 서비스
041460,한국전자인증,5130,-2.84090909,-150,셀,173293,888993090,99936544189,20.2632301,260.5705,90,테크놀로지 서비스
196490,디에이테크놀로지,4030,0,0,뉴트럴,244692,986108760,99726089077,,-753.2756,167,프로듀서 매뉴팩처링
056700,신화인터텍,3350,-2.47452693,-85,셀,542055,1815884250,99653098383,41.43841359,82.8941,328,프로세스 인더스트리
012200,계양전기보통주,2790,-1.76056338,-50,뉴트럴,54792,152869680,99611995547,,-344.4104,729,프로듀서 매뉴팩처링
005740,크라운해태홀딩스보통주,6470,-0.46153846,-30,뉴트럴,9729,62946630,99479362994,16.24263802,400.1813,87,컨슈머 논-듀어러블즈
140610,엔솔바이오사이언스,10150,-1.93236715,-200,셀,4383,44487450,99461532211,,,45,디스트리뷰션 서비스
239610,에이치엘사이언스,18700,-1.31926121,-250,뉴트럴,4220,78914000,99421934319,13.0847403,1448.2519,,헬쓰 테크놀로지
032850,비트컴퓨터,6010,-0.49668874,-30,바이,85360,513013600,99398625488,19.90667592,303.4158,144,테크놀로지 서비스
101170,우림피티에스,7710,2.52659574,190,바이,1024026,7895240460,99391108551,13.49224035,557.3574,115,프로듀서 매뉴팩처링
042520,한스바이오메드,9910,-0.10080645,-10,뉴트럴,7252,71867320,99317810974,,-1030.6391,288,헬쓰 서비스
225220,제놀루션,10250,-2.38095238,-250,셀,19170,196492500,99273353577,3.33530995,3231.1219,,헬쓰 테크놀로지
354200,엔젠바이오,7920,-0.25188917,-20,셀,14974,118594080,99273125420,,-554.7321,109,헬쓰 테크놀로지
065710,서호전기,19400,0.51813472,100,바이,11080,214952000,99219795942,6.15983738,3133.1996,83,프로듀서 매뉴팩처링
100590,머큐리,6310,-3.81097561,-250,뉴트럴,569532,3593746920,99219318085,55.55405003,189.1859,186,일렉트로닉 테크놀로지
264660,씨앤지하이테크,12050,-0.41322314,-50,바이,13540,163157000,99029781246,15.22887616,1032.853,129,일렉트로닉 테크놀로지
078890,가온미디어,6240,-1.73228346,-110,셀,46272,288737280,98991177893,,,279,일렉트로닉 테크놀로지
222810,세토피아,1230,-3.1496063,-40,셀,727886,895299780,98868596954,,-310.097,29,테크놀로지 서비스
327260,알에프머트리얼즈,11750,-2.48962656,-300,바이,34064,400252000,98782233572,102.88469912,117.1214,,프로듀서 매뉴팩처링
300120,라온피플,4620,-2.63435195,-125,셀,156616,723565920,98601157560,,-184.1237,,테크놀로지 서비스
001260,남광토건보통주,9790,-2.1,-210,셀,49347,483107130,98211336136,5.08681437,1965.8669,453,인더스트리얼 서비스
047560,이스트소프트,9800,0.51282051,50,바이,46814,458777200,98030050993,65.17174928,149.6047,180,테크놀로지 서비스
001540,안국약품,8410,-1.6374269,-140,바이,23922,201184020,97975702572,13.96444342,612.2693,392,헬쓰 테크놀로지
009300,삼아제약,16050,0,0,바이,8767,140710350,97958632350,13.02619434,1232.1327,283,헬쓰 테크놀로지
192410,휴림네트웍스,895,-0.55555556,-5,셀,417693,373835235,97916109467,,0.6164,115,일렉트로닉 테크놀로지
093520,매커스,8190,0.73800738,60,바이,106543,872587170,97788321304,4.8567492,1673.9592,44,일렉트로닉 테크놀로지
950110,SBI핀테크솔루션즈,4055,-0.24600246,-10,셀,5510,22343050,97773575100,,,234,코머셜 서비스
089850,유비벨록스,14500,0,0,바이,34942,506659000,97694879770,5.48354111,2644.2767,304,일렉트로닉 테크놀로지
007680,대원,7360,0.13605442,10,뉴트럴,5399,39736640,97655578566,3.37373399,2388.5628,235,인더스트리얼 서비스
036670,케이씨아이,9000,-0.77177508,-70,바이,28104,252936000,97595018539,6.25734436,1449.4967,165,프로세스 인더스트리
170030,현대공업,6370,-0.62402496,-40,셀,50975,324710750,97508870411,9.50288637,674.5319,171,프로듀서 매뉴팩처링
049430,코메론,10600,-2.30414747,-250,바이,14567,154410200,97480417013,6.51427349,1665.5733,,콘슈머 듀어러블즈
011690,와이투솔루션보통주,613,0.16339869,1,셀,506312,310369256,97452212585,,-87.1067,119,일렉트로닉 테크놀로지
006340,대원전선보통주,1240,-1.58730159,-20,셀,721893,895147320,97320050601,15.45881392,81.5069,154,프로듀서 매뉴팩처링
072770,율호,1705,-4.48179272,-80,셀,932051,1589146955,97316845779,,-52.23,29,디스트리뷰션 서비스
327610,펨토바이오메드,11700,0.86206897,100,셀,415,4855500,97289600000,,,19,헬쓰 테크놀로지
239340,줌인터넷,3595,-0.13888889,-5,바이,1244764,4474926580,97126425934,39.60121576,90.9063,120,커뮤니케이션
002410,범양건영보통주,3970,1.66453265,65,바이,960554,3813399380,96960956049,11.81717603,330.7293,133,인더스트리얼 서비스
276730,제주맥주,1810,6.78466077,115,바이,2204590,3990307900,96914455776,,-141.1277,,컨슈머 논-듀어러블즈
051490,나라엠앤디,6940,-0.99857347,-70,바이,70361,488305340,96789564724,18.91988764,370.5096,244,프로듀서 매뉴팩처링
155660,DSR보통주,6070,0.49668874,30,바이,226801,1376682070,96640000000,5.38441611,1121.7558,166,프로듀서 매뉴팩처링
173130,오파스넷,7900,-3.77588307,-310,바이,480903,3799133700,96482211943,15.41164099,532.7142,324,테크놀로지 서비스
347740,피엔케이피부임상연구센타,3150,-2.02177294,-65,셀,96847,305068050,96167002392,15.75853706,204.0164,88,코머셜 서비스
035000,지투알보통주,5950,0.33726813,20,바이,6226,37044700,96111326008,5.54885628,1068.6887,,코머셜 서비스
007110,일신석재보통주,1235,-0.40322581,-5,셀,212436,262358460,96011970520,313.6620039,3.9533,97,비에너지 미네럴
163560,동일고무벨트보통주,6910,0.14492754,10,바이,23471,162184610,95909997368,25.12613136,274.6145,550,프로듀서 매뉴팩처링
137080,나래나노텍,8510,-1.84544406,-160,셀,129367,1100913170,95885200000,11.08755911,781.9575,261,프로듀서 매뉴팩처링
251630,브이원텍,6570,-0.60514372,-40,셀,13248,87039360,95728260164,13.00445634,579.3329,,일렉트로닉 테크놀로지
131030,옵투스제약,6090,-0.49019608,-30,셀,22996,140045640,95653312798,10.71999103,570.896,149,헬쓰 테크놀로지
027740,마니커보통주,1510,0.33222591,5,바이,1289286,1946821860,95584396114,,-667.1882,526,컨슈머 논-듀어러블즈
054920,한컴위드,3830,-0.51948052,-20,뉴트럴,60298,230941340,95551652908,11.72293319,328.4161,111,프로듀서 매뉴팩처링
071670,에이테크솔루션,9620,-0.92687951,-90,셀,20072,193092640,95427547102,16.4951606,588.6575,350,프로듀서 매뉴팩처링
352770,클리노믹스,7250,1.11576011,80,바이,80941,586822250,95392700000,8.32384566,1075.5152,,헬쓰 테크놀로지
163730,핑거,9960,-2.82926829,-290,셀,27618,275075280,95383858204,19.24716724,533.3648,221,테크놀로지 서비스
042510,라온시큐어,2460,-0.20283976,-5,셀,96096,236396160,95313524532,,17.4568,175,일렉트로닉 테크놀로지
013720,씨비아이,348,-1.41643059,-5,셀,1289361,448697628,95246882721,,-72.1711,47,프로듀서 매뉴팩처링
263800,데이타솔루션,6090,3.74787053,220,스트롱 바이,6910033,42082100970,95115019627,,,191,테크놀로지 서비스
236810,엔비티,5370,-4.10714286,-230,뉴트럴,358624,1925810880,95062384033,22.15380039,252.7783,61,테크놀로지 서비스
347000,센코,11650,1.30434783,150,셀,7877,91767050,94889300000,44.28834408,259.662,,일렉트로닉 테크놀로지
115180,큐리언트,8980,-0.22222222,-20,셀,41083,368925340,94544288635,,-1772.5763,28,헬쓰 테크놀로지
290520,신도기연,5600,-5.56492411,-330,뉴트럴,2986961,16726981600,94461118422,27.31112949,217.1276,,프로듀서 매뉴팩처링
068050,팬엔터테인먼트,3485,1.45560408,50,바이,168647,587734795,94311580610,40.51548435,84.7824,,컨슈머 서비스
037230,한국팩키지,3170,0.3164557,10,바이,1085732,3441770440,94169028244,,-74.8566,353,프로세스 인더스트리
075180,새론오토모티브,4935,0.71428571,35,바이,7276,35907060,94080003738,9.03276423,542.4696,,프로듀서 매뉴팩처링
043910,자연과 환경,1145,-0.86580087,-10,뉴트럴,578759,662679055,93991077003,,-76.9939,72,프로듀서 매뉴팩처링
012790,신일제약,8400,-0.59171598,-50,뉴트럴,68510,575484000,93975079536,9.09127978,929.4621,352,헬쓰 테크놀로지
123570,이엠넷,4290,-0.23255814,-10,뉴트럴,520263,2231928270,93970133591,12.35144515,347.2306,340,코머셜 서비스
082210,옵트론텍,4005,0.25031289,10,셀,43558,174449790,93949234715,,-735.3223,,일렉트로닉 테크놀로지
100660,서암기계공업,7790,4.56375839,340,스트롱 바이,5131810,39976799900,93870002842,80.36573421,92.7012,149,프로듀서 매뉴팩처링
020710,시공테크,4870,1.14226376,55,바이,80653,392780110,93772439089,16.35581559,294.3907,,컨슈머 서비스
008110,대동전자보통주,11300,-1.31004367,-150,셀,107113,1210376900,93551611233,9.69738074,1180.7312,105,프로세스 인더스트리
025750,한솔홈데코보통주,1180,1.72413793,20,바이,1514778,1787438040,93455570984,65.1839198,17.7958,305,콘슈머 듀어러블즈
035610,솔본,3625,-0.27510316,-10,뉴트럴,43767,158655375,93299336338,,-716.8828,14,테크놀로지 서비스
066310,큐에스아이,9930,-1.19402985,-120,뉴트럴,36810,365523300,93136265659,34.5352636,291.0069,123,일렉트로닉 테크놀로지
218150,미래생명자원,4900,-0.20366599,-10,셀,209416,1026138400,93099055347,,,43,프로세스 인더스트리
027050,코리아나화장품,2995,-0.16666667,-5,뉴트럴,195632,585917840,93000000000,45.75458461,65.5672,169,컨슈머 논-듀어러블즈
006140,피제이전자,6200,-0.8,-50,뉴트럴,15449,95783800,92906248569,10.76939115,580.3485,233,일렉트로닉 테크놀로지
198440,고려시멘트,2835,-2.24137931,-65,뉴트럴,409846,1161913410,92741888046,,,,비에너지 미네럴
200470,에이팩트,3360,-1.17647059,-40,바이,31515,105890400,92739654922,,207.3499,256,코머셜 서비스
164060,이루다,5330,0.56603774,30,바이,134491,716837030,92409631729,,406.3363,109,헬쓰 테크놀로지
006380,카프로보통주,2320,0.43290043,10,뉴트럴,92537,214685840,92400000000,,-1484.8945,261,프로세스 인더스트리
303530,이노뎁,12300,-1.99203187,-250,뉴트럴,53028,652244400,92108199000,,-225.0392,173,테크놀로지 서비스
024900,덕양산업보통주,2805,-1.4059754,-40,뉴트럴,102429,287313345,92062150555,13.23242274,215.0022,816,프로듀서 매뉴팩처링
002760,보락보통주,1530,-0.3257329,-5,바이,72379,110739870,91946502342,,46.484,133,컨슈머 논-듀어러블즈
003720,삼영화학공업보통주,2690,-0.55452865,-15,바이,200745,540004050,91936835518,21.39904673,126.4075,198,프로세스 인더스트리
069460,대호에이엘보통주,1730,-2.25988701,-40,뉴트럴,4396567,7606060910,91919787140,,-24.5929,165,비에너지 미네럴
089530,에이티세미콘,1420,4.02930403,55,셀,3542548,5030418160,91791428261,,-1810.2219,548,코머셜 서비스
024810,이화전기공업,750,0.53619303,4,뉴트럴,244758,183568500,91737869064,,-311.0736,,프로듀서 매뉴팩처링
010600,웰바이오텍보통주,1365,-1.08695652,-15,셀,393600,537264000,91675474548,,-66.0935,21,이송/배달
402030,코난테크놀로지,19650,-4.61165049,-950,셀,67658,1329479700,91555600000,,,162,테크놀로지 서비스
097780,에스맥,1745,1.15942029,20,셀,95050,165862250,91345739651,,-813.5916,0,일렉트로닉 테크놀로지
058850,케이티씨에스보통주,2255,-0.66079295,-15,바이,68330,154084150,91119946136,,410.5264,9220,커뮤니케이션
000890,보해양조보통주,657,0.30534351,2,뉴트럴,179169,117714033,91094512787,,-11.4492,239,컨슈머 논-듀어러블즈
